Symbol,Name,LastSale,MarketCap,ADR TSO,Country,IPOyear,Sector,Industry,Summary Quote,
ACTG,Acacia Research Corporation,3.55,179764481.1,n/a,United States,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/actg,
ACHC,Acadia Healthcare Company, Inc.,40.71,3593596761.12,n/a,United States,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/achc,
ACAD,ACADIA Pharmaceuticals Inc.,22.13,2759654020.72,n/a,United States,1985,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acad,
AKR,Acadia Realty Trust,24.91,2057637964.99,n/a,United States,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/akr,
ACST,Acasti Pharma, Inc.,1.12,28714800.8,n/a,Canada,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst,
AXDX,Accelerate Diagnostics, Inc.,23.2,1293779528.8,n/a,United States,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx,
XLRN,Acceleron Pharma Inc.,37.61,1708210884.21,n/a,United States,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xlrn,
ANCX,Access National Corporation,28.9,593437310.7,n/a,United States,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ancx,
ACCO,Acco Brands Corporation,13.05,1407142180.35,n/a,United States,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/acco,
ARAY,Accuray Incorporated,4.85,413678446.25,n/a,United States,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray,
ACRX,AcelRx Pharmaceuticals, Inc.,2.175,110705659.95,n/a,United States,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrx,
ACER,Acer Therapeutics Inc.,18.43,138177690.19,n/a,United States,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acer,
ACERW,Acer Therapeutics Inc.,0.0025,0,n/a,United States,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acerw,
ACET,Aceto Corporation,7.4,227642870,n/a,United States,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/acet,
AKAO,Achaogen, Inc.,12.63,564881410.47,n/a,United States,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akao,
ACHV,Achieve Life Sciences, Inc. ,1.28,16317352.96,n/a,United States,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/achv,
ACHN,Achillion Pharmaceuticals, Inc.,3.49,481251759.63,n/a,United States,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/achn,
ACIW,ACI Worldwide, Inc.,24.15,2799104518.35,n/a,United States,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aciw,
ACRS,Aclaris Therapeutics, Inc.,16.66,514818856.72,n/a,United States,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrs,
ACMR,ACM Research, Inc.,12,184830072,n/a,United States,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acmr,
ACU,Acme United Corporation.,22,74229342,n/a,United States,1988,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acu,
ACNB,ACNB Corporation,28.85,202632533.3,n/a,United States,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acnb,
ACOR,Acorda Therapeutics, Inc.,22.95,1076670952.65,n/a,United States,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/acor,
ATNM,Actinium Pharmaceuticals, Inc.,0.3901,42988497.266,n/a,United States,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnm,
SQZZ,Active Alts Contrarian ETF,24.03,600798.06,n/a,United States,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqzz,
ATVI,Activision Blizzard, Inc,66.53,50471764539.39,n/a,United States,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi,
ATU,Actuant Corporation,23.6,1416177495.6,n/a,United States,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atu,
AYI,Acuity Brands Inc,133.21,5615905544.48,n/a,United States,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/ayi,
GOLF,Acushnet Holdings Corp.,24.01,1794616309.36,n/a,United States,2016,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/golf,
ACXM,Acxiom Corporation,24.2,1903759695.2,n/a,United States,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/acxm,
ADMS,Adamas Pharmaceuticals, Inc.,24.15,647394387.15,n/a,United States,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms,
ADMP,Adamis Pharmaceuticals Corporation,3.425,114358729.25,n/a,United States,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp,
ADX,Adams Diversified Equity Fund, Inc.,14.89,1471624769.66,n/a,United States,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adx,
PEO,Adams Natural Resources Fund, Inc.,18.51,528479916.99,n/a,United States,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peo,
AE,Adams Resources & Energy, Inc.,44.9,189370060.4,n/a,United States,n/a,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/ae,
ADUS,Addus HomeCare Corporation,51.8,602479998.4,n/a,United States,2009,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus,
AEY,ADDvantage Technologies Group, Inc.,1.2864,13154719.968,n/a,United States,n/a,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/aey,
IOTS,Adesto Technologies Corporation,7.5,160453327.5,n/a,United States,2015,Technology,Semiconductors,https://www.nasdaq.com/symbol/iots,
ADMA,ADMA Biologics Inc,5.11,231571116.84,n/a,United States,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adma,
ADBE,Adobe Systems Incorporated,223.54,110086818685.9,n/a,United States,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe,
ADOM,ADOMANI, Inc.,0.9563,68602664.0111,n/a,United States,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adom,
ATGE,Adtalem Global Education Inc.,47.7,2875212900,n/a,United States,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atge,
ADTN,ADTRAN, Inc.,15.1,731203743.9,n/a,United States,1994,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/adtn,
ADRO,Aduro Biotech, Inc.,8.25,668303509.5,n/a,United States,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adro,
AAP,Advance Auto Parts Inc,116.39,8610313386.8,n/a,United States,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/aap,
ADSW,Advanced Disposal Services, Inc.,22.69,2008804262.89,n/a,United States,2016,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/adsw,
WMS,Advanced Drainage Systems, Inc.,26,1462801808,n/a,United States,2014,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/wms,
ADES,Advanced Emissions Solutions, Inc.,11.11,225609803.43,n/a,United States,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ades,
AEIS,Advanced Energy Industries, Inc.,62.93,2498075887.65,n/a,United States,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeis,
AMD,Advanced Micro Devices, Inc.,10.02,9710700014.76,n/a,United States,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd,
ASIX,AdvanSix Inc.,36.45,1111104110.7,n/a,United States,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/asix,
AAV,Advantage Oil & Gas Ltd,3.2,595082195.2,n/a,Canada,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/aav,
ADXS,Advaxis, Inc.,1.75,91549235.75,n/a,United States,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxs,
ADXSW,Advaxis, Inc.,0.3499,0,n/a,United States,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxsw,
AVK,Advent Claymore Convertible Securities and Income Fund,15.09,302460112.05,n/a,United States,2003,n/a,n/a,https://www.nasdaq.com/symbol/avk,
AGC,Advent Claymore Convertible Securities and Income Fund II,5.58,152709779.52,n/a,United States,2007,n/a,n/a,https://www.nasdaq.com/symbol/agc,
ADVM,Adverum Biotechnologies, Inc.,5.8,360902732.2,n/a,United States,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm,
ACT,AdvisorShares Vice ETF,25.3241,15194460,n/a,United States,n/a,n/a,n/a,https://www.nasdaq.com/symbol/act,
ACM,AECOM,36.02,5733271738.42,n/a,United States,2007,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/acm,
AEGN,Aegion Corp,23.66,771160482.82,n/a,United States,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/aegn,
AGLE,Aeglea BioTherapeutics, Inc.,9.79,163652929.44,n/a,United States,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agle,
AEHR,Aehr Test Systems,2.35,51234786.95,n/a,United States,1997,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aehr,
AMTX,Aemetis, Inc,1.61,32558852.9,n/a,United States,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amtx,
AERI,Aerie Pharmaceuticals, Inc.,52.25,2063504025,n/a,United States,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri,
ACY,AeroCentury Corp.,15.8662,22477629.6738,n/a,United States,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/acy,
AJRD,Aerojet Rocketdyne Holdings, Inc. ,28.65,2164745466.9,n/a,United States,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ajrd,
AVAV,AeroVironment, Inc.,46.21,1104695613.06,n/a,United States,2007,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav,
AEZS,AEterna Zentaris Inc.,1.31,21537395.6,n/a,Canada,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aezs,
AEMD,Aethlon Medical, Inc.,1.3495,22537612.1935,n/a,United States,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd,
AET,Aetna Inc.,170.71,55812358442.75,n/a,United States,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/aet,
GNMX,Aevi Genomic Medicine, Inc.,1.83,108587194.95,n/a,United States,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnmx,
AMG,Affiliated Managers Group, Inc.,182.01,9885859681.26,n/a,United States,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amg,
AFL,Aflac Incorporated,43.7,68116585428.4,n/a,United States,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/afl,
MITT,AG Mortgage Investment Trust, Inc.,17.43,491450580.39,n/a,United States,2011,n/a,n/a,https://www.nasdaq.com/symbol/mitt,
MITT^A,AG Mortgage Investment Trust, Inc.,25.2,0,n/a,United States,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^a,
MITT^B,AG Mortgage Investment Trust, Inc.,25,0,n/a,United States,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^b,
AGCO,AGCO Corporation,66.24,5267631936.96,n/a,United States,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/agco,
UAVS,AgEagle Aerial Systems, Inc.,5.19,51309922.95,n/a,United States,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/uavs,
AGEN,Agenus Inc.,4.49,460480018.53,n/a,United States,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agen,
AGRX,Agile Therapeutics, Inc.,2.76,94525219.68,n/a,United States,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agrx,
A,Agilent Technologies, Inc.,65.68,21180261708.72,n/a,United States,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/a,
AGYS,Agilysys, Inc.,12.36,288150608.16,n/a,United States,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/agys,
AGIO,Agios Pharmaceuticals, Inc.,74.45,4267975867.45,n/a,United States,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio,
AGNC,AGNC Investment Corp.,18.85,7376322434,n/a,United States,2008,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc,
AGNCB,AGNC Investment Corp.,25.7,8903767133.1,n/a,United States,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb,
AGNCN,AGNC Investment Corp.,25.45,0,n/a,United States,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncn,
AEM,Agnico Eagle Mines Limited,42.04,9801902917.48,n/a,Canada,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aem,
ADC,Agree Realty Corporation,49.18,1693886920.46,n/a,United States,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/adc,
AGFS,AgroFresh Solutions, Inc.,7.38,375664486.86,n/a,United States,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfs,
AGFSW,AgroFresh Solutions, Inc.,0.45,0,n/a,United States,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfsw,
ALRN,Aileron Therapeutics, Inc.,6.73,99057436.51,n/a,United States,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn,
AIMT,Aimmune Therapeutics, Inc.,29.26,1692708438.96,n/a,United States,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt,
AIRI,Air Industries Group,1.56,38781944.76,n/a,United States,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/airi,
AL,Air Lease Corporation,43.94,4567495815.74,n/a,United States,2011,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/al,
APD,Air Products and Chemicals, Inc.,164.11,35930129015.33,n/a,United States,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/apd,
AIRT,Air T, Inc.,24.75,50559027.75,n/a,United States,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airt,
ATSG,Air Transport Services Group, Inc,23.74,1406298534.88,n/a,United States,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg,
AYR,Aircastle Limited,20.69,1627825412.73,n/a,United States,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/ayr,
AIRG,Airgain, Inc.,7.95,76650091.95,n/a,United States,2016,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/airg,
AKS,AK Steel Holding Corporation,4.57,1440846033.72,n/a,United States,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/aks,
AKAM,Akamai Technologies, Inc.,72.29,12291583279.65,n/a,United States,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam,
AKTX,Akari Therapeutics Plc,1.97,30056158.01,n/a,United States,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aktx,
AKCA,Akcea Therapeutics, Inc.,24.73,1649988345.03,n/a,United States,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca,
AKBA,Akebia Therapeutics, Inc.,9.48,458321701.08,n/a,United States,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba,
AKER,Akers Biosciences Inc,0.635,19952050.52,n/a,United States,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker,
AKRX,Akorn, Inc.,18.97,2376147617.69,n/a,United States,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akrx,
AKTS,Akoustis Technologies, Inc.,5.57,124326299,n/a,United States,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/akts,
ALP^Q,Alabama Power Company,25.4,0,n/a,United States,n/a,n/a,n/a,https://www.nasdaq.com/symbol/alp^q,
ALG,Alamo Group, Inc.,115.88,1349877429,n/a,United States,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/alg,
AGI,Alamos Gold Inc.,5.33,2074182142.76,n/a,Canada,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/agi,
ALRM,Alarm.com Holdings, Inc.,38.89,1835834223.13,n/a,United States,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/alrm,
ALK,Alaska Air Group, Inc.,62.11,7664029972.71,n/a,United States,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/alk,
ALSK,Alaska Communications Systems Group, Inc.,1.7,89293630.5,n/a,United States,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/alsk,
AIN,Albany International Corporation,65,2096271580,n/a,United States,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/ain,
ALB,Albemarle Corporation,95.77,10604520065.03,n/a,United States,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/alb,
ALBO,Albireo Pharma, Inc.,32.77,389869474.42,n/a,United States,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo,
ABDC,Alcentra Capital Corp.,7.19,102142283.21,n/a,United States,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abdc,
ALDR,Alder BioPharmaceuticals, Inc.,12.85,871805937,n/a,United States,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr,
ALDX,Aldeyra Therapeutics, Inc.,7.05,138637693.05,n/a,United States,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldx,
ALEX,Alexander & Baldwin, Inc.,23.24,1670708191.88,n/a,United States,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alex,
ALX,Alexander&#39;s, Inc.,390.94,1996643952.6,n/a,United States,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alx,
ARE,Alexandria Real Estate Equities, Inc.,123.17,12469590016.69,n/a,United States,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/are,
ARE^D,Alexandria Real Estate Equities, Inc.,35.54,0,n/a,United States,n/a,n/a,n/a,https://www.nasdaq.com/symbol/are^d,
AXU,Alexco Resource Corp,1.39,141283425.28,n/a,Canada,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/axu,
ALXN,Alexion Pharmaceuticals, Inc.,109.31,24305987849.89,n/a,United States,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn,
ALCO,Alico, Inc.,29,239231353,n/a,United States,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/alco,
ALGN,Align Technology, Inc.,255.35,20462530725.15,n/a,United States,2001,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn,
ALIM,Alimera Sciences, Inc.,1.04,85188596.48,n/a,United States,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim,
ALO,Alio Gold Inc.,2,89357402,n/a,Canada,2011,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/alo,
ALJJ,ALJ Regional Holdings, Inc.,2.13,80771977.08,n/a,United States,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/aljj,
Y,Alleghany Corporation,608.1,9362717459.4,n/a,United States,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/y,
ATI,Allegheny Technologies Incorporated,24.75,3108828739.5,n/a,United States,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ati,
ABTX,Allegiance Bancshares, Inc.,40.5,538028527.5,n/a,United States,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/abtx,
ALGT,Allegiant Travel Company,176.25,2831750058.75,n/a,United States,2006,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/algt,
ALLE,Allegion plc,85.94,8180234822.92,n/a,United States,2013,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/alle,
ALNA,Allena Pharmaceuticals, Inc.,15.74,325748051.44,n/a,United States,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna,
AGN,Allergan plc.,165.13,54094439163.31,n/a,United States,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agn,
ALE,Allete, Inc.,71.71,3676512324.12,n/a,United States,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ale,
AKP,Alliance California Municipal Income Fund Inc,12.69,108558736.92,n/a,United States,2002,n/a,n/a,https://www.nasdaq.com/symbol/akp,
ADS,Alliance Data Systems Corporation,209.93,11642995537.39,n/a,United States,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ads,
AHGP,Alliance Holdings GP, L.P.,24.48,1465446240,n/a,United States,2006,Energy,Coal Mining,https://www.nasdaq.com/symbol/ahgp,
AMMA,Alliance MMA, Inc.,0.5089,6444187.4686,n/a,United States,2016,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/amma,
AFB,Alliance National Municipal Income Fund Inc,12.56,361036396.16,n/a,United States,2002,n/a,n/a,https://www.nasdaq.com/symbol/afb,
